data,dim_manifold,num_classes,alpha,chosen_model,sweep_seed,percent_snn,sampler_type,gamma_init_type,gamma_fixed,reset_nsn,no_non_recurrent,n_trials
shd,,20,,Hybrid_NSN_SNN_V1_Flexible_Spiking,1.0,,grid,rand,False,True,True,21
shd,,20,,SNN_2_Layer,0.25,,grid,rand,False,True,True,21
shd,,20,,SNN_2_Layer,0.5,,grid,rand,False,True,True,21
shd,,20,,SNN_2_Layer,1.0,,grid,rand,False,True,True,21
shd,,20,,SNN,0.25,,grid,rand,False,True,True,21
shd,,20,,SNN,0.5,,grid,rand,False,True,True,21
shd,,20,,SNN,1.0,,grid,rand,False,True,True,21
shd,,20,,ANN_with_LIF_output,0.25,,grid,rand,False,True,True,21
shd,,20,,ANN_with_LIF_output,0.5,,grid,rand,False,True,True,21
shd,,20,,ANN_with_LIF_output,1.0,,grid,rand,False,True,True,21
shd,,20,,NSN_with_LIF_output,0.25,,grid,rand,False,True,True,21
shd,,20,,NSN_with_LIF_output,0.5,,grid,rand,False,True,True,21
shd,,20,,NSN_with_LIF_output,1.0,,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_Flexible_Spiking,0.25,,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_Flexible_Spiking,0.5,,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_Flexible_Spiking,1.0,,grid,rand,False,True,True,21
shd,,20,,SNN_2_Layer,0.25,,grid,rand,False,True,True,21
shd,,20,,SNN_2_Layer,0.5,,grid,rand,False,True,True,21
shd,,20,,SNN_2_Layer,1.0,,grid,rand,False,True,True,21
shd,,20,,SNN,0.25,,tpe,rand,False,True,True,21
shd,,20,,SNN,0.5,,tpe,rand,False,True,True,21
shd,,20,,SNN,1.0,,tpe,rand,False,True,True,21
shd,,20,,ANN_with_LIF_output,0.25,,tpe,rand,False,True,True,21
shd,,20,,ANN_with_LIF_output,0.5,,tpe,rand,False,True,True,21
shd,,20,,ANN_with_LIF_output,1.0,,tpe,rand,False,True,True,21
shd,,20,,NSN_with_LIF_output,0.25,,tpe,rand,False,True,True,21
shd,,20,,NSN_with_LIF_output,0.5,,tpe,rand,False,True,True,21
shd,,20,,NSN_with_LIF_output,1.0,,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.25,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.25,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.25,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.5,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.5,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.5,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.75,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.75,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.75,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.8,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.8,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.8,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.85,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.85,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.85,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.9,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.9,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.9,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.95,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.95,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.95,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.25,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.25,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.25,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.5,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.5,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.5,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.75,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.75,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.75,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.8,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.8,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.8,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.85,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.85,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.85,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.9,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.9,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.9,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.95,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.95,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.95,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.25,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.25,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.25,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.5,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.5,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.5,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.75,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.75,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.75,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.8,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.8,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.8,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.85,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.85,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.85,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.9,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.9,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.9,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.95,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.95,tpe,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.95,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.25,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.25,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.25,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.5,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.5,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.5,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.75,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.75,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.75,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.8,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.8,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.8,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.85,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.85,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.85,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.9,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.9,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.9,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.95,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.95,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.95,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_Flexible_Spiking,0.25,,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_Flexible_Spiking,0.5,,tpe,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_Flexible_Spiking,1.0,,tpe,rand,False,True,True,21
shd,,20,,SNN_2_Layer,0.25,,tpe,rand,False,True,True,21
shd,,20,,SNN_2_Layer,0.5,,tpe,rand,False,True,True,21
shd,,20,,SNN_2_Layer,1.0,,tpe,rand,False,True,True,21
shd,,20,,SNN,0.25,,grid,rand,False,True,True,21
shd,,20,,SNN,0.5,,grid,rand,False,True,True,21
shd,,20,,SNN,1.0,,grid,rand,False,True,True,21
shd,,20,,ANN_with_LIF_output,0.25,,grid,rand,False,True,True,21
shd,,20,,ANN_with_LIF_output,0.5,,grid,rand,False,True,True,21
shd,,20,,ANN_with_LIF_output,1.0,,grid,rand,False,True,True,21
shd,,20,,NSN_with_LIF_output,0.25,,grid,rand,False,True,True,21
shd,,20,,NSN_with_LIF_output,0.5,,grid,rand,False,True,True,21
shd,,20,,NSN_with_LIF_output,1.0,,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.25,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,0.5,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_rec,1.0,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.25,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,0.5,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_rec,1.0,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.25,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,0.5,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_RNN_SNN_V1_same_layer,1.0,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.25,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.5,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.75,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.8,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.85,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,1.0,0.9,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.25,0.95,grid,rand,False,True,True,21
shd,,20,,Hybrid_NSN_SNN_V1_same_layer,0.5,0.95,grid,rand,False,True,True,21
